# Copyright (c) 1966-2023 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2023-08-27
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)					
617426	gene	54544	CRCT1	ENSG00000169509
617427	gene	338324	S100A7A	ENSG00000184330
617428	gene	25912	C1orf43	ENSG00000143612
617429	gene	55585	UBE2Q1	ENSG00000160714
617430	gene	266977	ADGRF1	ENSG00000153292
617431	gene	54532	USP53	ENSG00000145390
617432	phenotype			
617433	phenotype			
617434	gene	642934	CERNA2	ENSG00000285972
617435	phenotype			
617436	gene	84520	GON7	ENSG00000170270
617437	gene	140576	S100A16	ENSG00000188643
617438	gene	23466	CBX6	ENSG00000183741
617439	phenotype			
617440	gene	100302522	PTCSC1	ENSG00000287736
617441	phenotype			
617442	phenotype			
617443	phenotype			
617444	gene	90827	ZNF479	ENSG00000185177
617445	gene	84196	USP48	ENSG00000090686
617446	gene	494143	CHAC2	ENSG00000143942
617447	gene	9924	PAN2	ENSG00000135473
617448	gene	255967	PAN3	ENSG00000152520
617449	gene	54916	TMEM260	ENSG00000070269
617450	phenotype			
617451	gene	83592	AKR1E2	ENSG00000165568
617452	phenotype			
617453	gene	79989	IFT56	ENSG00000105948
617454	gene	10623	POLR3C	ENSG00000186141
617455	gene	10621	POLR3F	ENSG00000132664
617456	gene	10622	POLR3G	ENSG00000113356
617457	gene	84265	POLR3GL	ENSG00000121851
617458	gene	79706	PRKRIP1	ENSG00000128563
617459	gene	57458	TMCC3	ENSG00000057704
617460	phenotype			
617461	gene	54059	YBEY	ENSG00000182362
617462	gene	23082	PPRC1	ENSG00000148840
617463	gene	64718	UNKL	ENSG00000059145
617464	gene	222643	UNC5CL	ENSG00000124602
617465	gene	389203	SMIM20	ENSG00000250317
617466	phenotype			
617467	gene	23150	FRMD4B	ENSG00000114541
617468	phenotype			
617469	gene	246269	AFG1L	ENSG00000135537
617470	gene	10208	USPL1	ENSG00000132952
617471	gene	145264	SERPINA12	ENSG00000165953
617472	gene	63923	TNN	ENSG00000120332
617473	gene	10632	ATP5MG	ENSG00000167283
617474	gene	23060	ZNF609	ENSG00000180357
617475	phenotype			
617476	gene	154043	CNKSR3	ENSG00000153721
617477	gene	25799	ZNF324	ENSG00000083812
617478	phenotype			
617479	gene	51066	SSUH2	ENSG00000125046
617480	phenotype			
617481	phenotype			
617482	gene	24150	TP53TG3	ENSG00000183632
617483	gene	29097	CNIH4	ENSG00000143771
617484	gene	121355	GTSF1	ENSG00000170627
617485	gene	23001	WDFY3	ENSG00000163625
617486	gene	63906	GPATCH3	ENSG00000198746
617487	gene	79982	DNAJB14	ENSG00000164031
617488	gene	84881	RPUSD4	ENSG00000165526
617489	gene	221241	LINC00305	ENSG00000179676
617490	gene	257062	CATSPERD	ENSG00000174898
617491	gene	63899	NSUN3	ENSG00000178694
617492	gene	93145	OLFM2	ENSG00000105088
617493	phenotype			
617494	gene	24139	EML2	ENSG00000125746
617495	gene	407738	TAFA1	ENSG00000183662
617496	gene	338811	TAFA2	ENSG00000198673
617497	gene	284467	TAFA3	ENSG00000184599
617498	gene	151647	TAFA4	ENSG00000163377
617499	gene	25817	TAFA5	ENSG00000219438
617500	gene	652995	UCA1	ENSG00000214049
617501	gene	57325	KAT14	ENSG00000149474
617502	gene	55255	WDR41	ENSG00000164253
617503	gene	22898	DENND3	ENSG00000105339
617504	gene	26037	SIPA1L1	ENSG00000197555
617505	gene	133022	TRAM1L1	ENSG00000174599
617506	phenotype			
617507	phenotype			
617508	gene	90850	ZNF598	ENSG00000167962
617509	gene	23078	VWA8	ENSG00000102763
617510	gene	257044	CATSPERE	ENSG00000179397
617511	gene	25858	CATSPERZ	ENSG00000219435
617512	gene	24149	ZNF318	ENSG00000171467
617513	gene	55753	OGDHL	ENSG00000197444
617514	phenotype			
617515	gene	84236	RHBDD1	ENSG00000144468
617516	phenotype			
617517	gene	26750	RPS6KC1	ENSG00000136643
617518	gene	55108	BSDC1	ENSG00000160058
617519	phenotype			
617520	phenotype			
617521	gene	54432	YIPF1	ENSG00000058799
617522	gene	78992	YIPF2	ENSG00000130733
617523	phenotype			
617524	phenotype			
617525	phenotype			
617526	phenotype			
617527	phenotype			
617528	gene	84262	PSMG3	ENSG00000157778
617529	gene	79675	FASTKD1	ENSG00000138399
617530	gene	79072	FASTKD3	ENSG00000124279
617531	gene	79709	COLGALT1	ENSG00000130309
617532	phenotype			
617533	gene	23127	COLGALT2	ENSG00000198756
617534	gene	84272	YIPF4	ENSG00000119820
617535	gene	55179	FAIM	ENSG00000158234
617536	gene	80115	BAIAP2L2	ENSG00000128298
617537	phenotype			
617538	gene	79631	EFL1	ENSG00000140598
617539	gene	23155	CLCC1	ENSG00000121940
617540	phenotype			
617541	gene	55139	ANKZF1	ENSG00000163516
617542	phenotype			
617543	gene	10336	PCGF3	ENSG00000185619
617544	gene	100505576	LASP1NB	ENSG00000263874
617545	gene	157777	MCMDC2	ENSG00000178460
617546	gene	391723	HELT	ENSG00000187821
617547	phenotype			
617548	gene	10406	WFDC2	ENSG00000101443
617549	gene	58476	TP53INP2	ENSG00000078804
617550	gene	389362	PSMG4	ENSG00000180822
617551	gene	51092	SIDT2	ENSG00000149577
617552	gene	26084	ARHGEF26	ENSG00000114790
617553	gene	8857	FCGBP	ENSG00000275395
617554	gene	89846	FGD3	ENSG00000127084
617555	gene	89848	FCHSD1	ENSG00000197948
617556	gene	9873	FCHSD2	ENSG00000137478
617557	phenotype			
617558	gene	80217	CFAP43	ENSG00000197748
617559	gene	55779	CFAP44	ENSG00000206530
617560	phenotype			
617561	phenotype			
617562	phenotype			
617563	phenotype			
617564	phenotype			
617565	phenotype			
617566	gene	374900	ZNF568	ENSG00000198453
617567	gene	89882	TPD52L3	ENSG00000170777
617568	gene	205717	USF3	ENSG00000176542
617569	gene	56992	KIF15	ENSG00000163808
617570	gene	199221	DZIP1L	ENSG00000158163
617571	phenotype			
617572	phenotype			
617573	gene	387837	CLEC12B	ENSG00000256660
617574	phenotype			
617575	phenotype			
617576	phenotype			
617577	phenotype			
617578	gene	222894	FERD3L	ENSG00000146618
617579	gene	9071	CLDN10	ENSG00000134873
617580	gene	26526	TSPAN16	ENSG00000130167
617581	gene	25966	C2CD2	ENSG00000157617
617582	gene	9854	C2CD2L	ENSG00000172375
617583	gene	140809	SRXN1	ENSG00000271303
617584	phenotype			
617585	phenotype			
617586	gene	9855	FARP2	ENSG00000006607
617587	gene	6703	SPRR2D	ENSG00000163216
617588	gene	6704	SPRR2E	ENSG00000203785
617589	gene	6705	SPRR2F	ENSG00000244094
617590	gene	6706	SPRR2G	ENSG00000159516
617591	phenotype			
617592	phenotype			
617593	phenotype			
617594	gene	79864	JHY	ENSG00000109944
617595	phenotype			
617596	phenotype			
617597	gene	54884	RETSAT	ENSG00000042445
617598	phenotype			
617599	phenotype			
617600	phenotype			
617601	phenotype			
617602	phenotype			
617603	gene	221662	RBM24	ENSG00000112183
617604	phenotype			
617605	phenotype			
617606	phenotype			
617607	phenotype			
617608	gene	57538	ALPK3	ENSG00000136383
617609	phenotype			
617610	phenotype			
617611	gene	54478	PIMREG	ENSG00000129195
617612	gene	80210	ARMC9	ENSG00000135931
617613	phenotype			
617614	gene	51490	SPOUT1	ENSG00000198917
617615	gene	746	TMEM258	ENSG00000134825
617616	phenotype			
617617	gene	100642175	SPRY4-IT1	
617618	gene	23116	TOGARAM1	ENSG00000198718
617619	gene	55154	MSTO1	ENSG00000125459
617620	gene	81543	LRRC3	ENSG00000160233
617621	gene	94104	PAXBP1	ENSG00000159086
617622	phenotype			
617623	gene	285955	SPDYE1	ENSG00000136206
617624	gene	441273	SPDYE2	ENSG00000205238
617625	gene	441272	SPDYE3	ENSG00000214300
617626	phenotype			
617627	gene	158376	SPAAR	ENSG00000235387
617628	gene	388333	SPDYE4	ENSG00000183318
617629	phenotype			
617630	gene	9283	GPR37L1	ENSG00000170075
617631	gene	23288	IQCE	ENSG00000106012
617632	gene	84455	EFCAB7	ENSG00000203965
617633	phenotype			
617634	gene	643669	CCER2	ENSG00000262484
617635	phenotype			
617636	gene	101669764	CMKLR2-AS	
617637	phenotype			
617638	phenotype			
617639	phenotype			
617640	gene	54879	ST7L	ENSG00000007341
617641	phenotype			
617642	phenotype			
617643	phenotype			
617644	phenotype			
617645	gene	55709	KBTBD4	ENSG00000123444
617646	gene	57597	BAHCC1	ENSG00000266074
617647	gene	728606	PCAT18	ENSG00000265369
617648	gene	55589	BMP2K	ENSG00000138756
617649	gene	63893	UBE2O	ENSG00000175931
617650	gene	103752588	PACERR	
617651	gene			
617652	gene	79817	MOB3B	ENSG00000120162
617653	gene	54586	EQTN	ENSG00000120160
617654	phenotype			
617655	gene	22990	PCNX1	ENSG00000100731
617656	gene	80003	PCNX2	ENSG00000135749
617657	gene	399909	PCNX3	ENSG00000197136
617658	gene	58472	SQOR	ENSG00000137767
617659	gene	387787	LIPT2	ENSG00000175536
617660	phenotype			
617661	phenotype			
617662	phenotype			
617663	phenotype			
617664	phenotype			
617665	phenotype			
617666	phenotype			
617667	phenotype			
617668	phenotype			
617669	phenotype			
617670	gene	254528	MEIOB	ENSG00000162039
617671	phenotype			
617672	phenotype			
617673	gene	84690	SPATA22	ENSG00000141255
617674	gene	27230	SERP1	ENSG00000120742
617675	phenotype			
617676	gene	5709	PSMD3	ENSG00000108344
617677	gene			
617678	gene	103164619	PCAT2	ENSG00000254166
617679	gene	27252	KLHL20	ENSG00000076321
617680	gene	29101	SSU72	ENSG00000160075
617681	phenotype			
617682	phenotype			
617683	gene	133584	EGFLAM	ENSG00000164318
617684	gene	55646	LYAR	ENSG00000145220
617685	gene	60437	CDH26	ENSG00000124215
617686	phenotype			
617687	gene	55773	TBC1D23	ENSG00000036054
617688	gene	25849	PARM1	ENSG00000169116
617689	gene	27254	CSDC2	ENSG00000172346
617690	phenotype			
617691	phenotype			
617692	gene	63977	PRDM15	ENSG00000141956
617693	gene	5212	VIT	ENSG00000205221
617694	phenotype			
617695	phenotype			
617696	gene	101928292	LINC01488	
617697	gene	105379407	LINC02747	ENSG00000255774
617698	phenotype			
617699	gene	79018	GID4	ENSG00000141034
617700	gene	140739	UBE2F	ENSG00000184182
617701	gene	727677	CASC8	ENSG00000246228
617702	gene	103021164	CASC21	
617703	gene	103021165	CASC19	
617704	gene	100270680	CASC11	ENSG00000249375
617705	gene	100507056	CCAT1	
617706	phenotype			
617707	phenotype			
617708	gene	8872	CDC123	ENSG00000151465
617709	phenotype			
617710	phenotype			
617711	phenotype			
617712	phenotype			
617713	phenotype			
617714	gene	347273	CAVIN4	ENSG00000170681
617715	gene	340895	MALRD1	ENSG00000204740
617716	gene	9912	ARHGAP44	ENSG00000006740
617717	phenotype			
617718	phenotype			
617719	phenotype			
617720	gene	286187	PPP1R42	ENSG00000178125
617721	phenotype			
617722	gene	54957	TXNL4B	ENSG00000140830
617723	gene	23223	RRP12	ENSG00000052749
617724	gene	9819	TSC22D2	ENSG00000196428
617725	gene	282969	FUOM	ENSG00000148803
617726	gene	84270	CARD19	ENSG00000165233
617727	gene	9777	TM9SF4	ENSG00000101337
617728	gene	85459	CEP295	ENSG00000166004
617729	phenotype			
617730	phenotype			
617731	phenotype			
617732	phenotype			
617733	gene	9849	ZNF518A	ENSG00000177853
617734	gene	85460	ZNF518B	ENSG00000178163
617735	gene	118611	C10orf90	ENSG00000154493
617736	gene	118812	MORN4	ENSG00000171160
617737	gene	27293	SMPDL3B	ENSG00000130768
617738	gene	89890	KBTBD6	ENSG00000165572
617739	gene	84078	KBTBD7	ENSG00000120696
617740	gene	147645	VSIG10L	ENSG00000186806
617741	gene	91833	WDR20	ENSG00000140153
617742	gene	55683	KANSL3	ENSG00000114982
617743	phenotype			
617744	phenotype			
617745	gene	126321	MFSD12	ENSG00000161091
617746	phenotype			
617747	gene	93349	SP140L	ENSG00000185404
617748	gene	163589	TDRD5	ENSG00000162782
617749	phenotype			
617750	gene	22998	LIMCH1	ENSG00000064042
617751	phenotype			
617752	phenotype			
617753	gene	83732	RIOK1	ENSG00000124784
617754	gene	55781	RIOK2	ENSG00000058729
617755	phenotype			
617756	phenotype			
617757	phenotype			
617758	gene	55657	ZNF692	ENSG00000171163
617759	gene	285367	RPUSD3	ENSG00000156990
617760	phenotype			
617761	phenotype			
617762	phenotype			
617763	phenotype			
617764	gene	10444	ZER1	ENSG00000160445
617765	phenotype			
617766	gene	80011	PSME3IP1	ENSG00000172775
617767	phenotype			
617768	phenotype			
617769	phenotype			
617770	phenotype			
617771	phenotype			
617772	phenotype			
617773	phenotype			
617774	gene	83752	LONP2	ENSG00000102910
617775	gene	387695	GPR15LG	ENSG00000188373
617776	gene	85319	BAGE2	
617777	gene	85318	BAGE3	
617778	gene	79770	TXNDC15	ENSG00000113621
617779	gene	254863	TMEM256	ENSG00000205544
617780	phenotype			
617781	phenotype			
617782	gene	80000	GREB1L	ENSG00000141449
617783	phenotype			
617784	phenotype			
617785	gene	89932	PAPLN	ENSG00000100767
617786	gene	10694	CCT8	ENSG00000156261
617787	phenotype			
617788	phenotype			
617789	gene	255220	TXNDC8	ENSG00000204193
617790	gene	84203	TXNDC2	ENSG00000168454
617791	gene	85444	LRRCC1	ENSG00000133739
617792	gene	51061	TXNDC11	ENSG00000153066
617793	gene	221143	EEF1AKMT1	ENSG00000150456
617794	gene	399818	EEF1AKMT2	ENSG00000203791
617795	gene	100170841	EPOP	ENSG00000273604
617796	phenotype			
617797	gene	6725	SRMS	ENSG00000125508
617798	phenotype			
617799	phenotype			
617800	phenotype			
617801	gene	10487	CAP1	ENSG00000131236
617802	phenotype			
617803	gene	219623	TMEM26	ENSG00000196932
617804	phenotype			
617805	phenotype			
617806	gene	255043	TMEM86B	ENSG00000180089
617807	phenotype			
617808	phenotype			
617809	phenotype			
617810	phenotype			
617811	gene	55234	SMU1	ENSG00000122692
617812	gene	80723	SLC35G2	ENSG00000168917
617813	gene	92162	TMEM88	ENSG00000167874
617814	gene	339168	TMEM95	ENSG00000182896
617815	gene	55718	POLR3E	ENSG00000058600
617816	phenotype			
617817	gene	10844	TUBGCP2	ENSG00000130640
617818	gene	10426	TUBGCP3	ENSG00000126216
617819	gene	55103	RALGPS2	ENSG00000116191
617820	phenotype			
617821	phenotype			
617822	phenotype			
617823	gene	114825	PWWP2A	ENSG00000170234
617824	gene	54014	BRWD1	ENSG00000185658
617825	phenotype			
617826	gene	25972	UNC50	ENSG00000115446
617827	phenotype			
617828	gene	85446	ZFHX2	ENSG00000136367
617829	phenotype			
617830	phenotype			
617831	phenotype			
617832	gene	132203	SNTN	ENSG00000188817
617833	gene	109729160	ZFHX2-AS1	
617834	gene	55111	PLEKHJ1	ENSG00000104886
617835	gene	55066	PDPR	ENSG00000090857
617836	phenotype			
617837	gene	389400	GFRAL	ENSG00000187871
617838	gene	57613	FAM234B	ENSG00000084444
617839	phenotype			
617840	gene	54802	TRIT1	ENSG00000043514
617841	gene	143471	PSMA8	ENSG00000154611
617842	gene	5707	PSMD1	ENSG00000173692
617843	gene	10069	RWDD2B	ENSG00000156253
617844	gene	5714	PSMD8	ENSG00000099341
617845	gene	388931	MFSD2B	ENSG00000205639
617846	gene	84844	PHF5A	ENSG00000100410
617847	gene	83443	SF3B5	ENSG00000169976
617848	gene	9879	DDX46	ENSG00000145833
617849	gene	23350	U2SURP	ENSG00000163714
617850	gene	29950	SERTAD1	ENSG00000197019
617851	gene	9792	SERTAD2	ENSG00000179833
617852	gene	11196	SEC23IP	ENSG00000107651
617853	gene	374969	SVBP	ENSG00000177868
617854	phenotype			
617855	gene	154743	BMT2	ENSG00000164603
617856	gene	9473	THEMIS2	ENSG00000130775
617857	gene	9861	PSMD6	ENSG00000163636
617858	gene	9491	PSMF1	ENSG00000125818
617859	gene	9787	DLGAP5	ENSG00000126787
617860	gene	253970	SFTA3	ENSG00000257520
617861	gene	339344	MYPOP	ENSG00000176182
617862	phenotype			
617863	phenotype			
617864	phenotype			
617865	phenotype			
617866	phenotype			
617867	gene	9537	TP53I11	ENSG00000175274
617868	gene	92345	NAF1	ENSG00000145414
617869	gene	54729	NKX1-1	ENSG00000235608
617870	gene	9857	CEP350	ENSG00000135837
617871	phenotype			
617872	phenotype			
617873	phenotype			
617874	phenotype			
617875	phenotype			
617876	gene	100147744	RNU7-1	ENSG00000238923
617877	phenotype			
617878	gene	113457	TUBA3D	ENSG00000075886
617879	phenotype			
617880	gene	134359	POC5	ENSG00000152359
617881	gene	285556	C4orf54	ENSG00000248713
617882	phenotype			
617883	phenotype			
617884	gene	84717	HDGFL2	ENSG00000167674
617885	phenotype			
617886	gene	57473	ZNF512B	ENSG00000196700
617887	gene	79814	AGMAT	ENSG00000116771
617888	gene	51157	ZNF580	ENSG00000213015
617889	gene	84795	PYROXD2	ENSG00000119943
617890	gene	144348	ZNF664	ENSG00000179195
617891	gene	79027	ZNF655	ENSG00000197343
617892	phenotype			
617893	gene	25873	RPL36	ENSG00000130255
617894	gene	757	TMEM50B	ENSG00000142188
617895	phenotype			
617896	gene	85416	ZIC5	ENSG00000139800
617897	gene	751071	CSKMT	ENSG00000214756
617898	phenotype			
617899	phenotype			
617900	phenotype			
617901	gene	28955	DEXI	ENSG00000182108
617902	gene	29094	LGALSL	ENSG00000119862
617903	phenotype			
617904	phenotype			
617905	gene	29923	HILPDA	ENSG00000135245
617906	gene	29105	CFAP20	ENSG00000070761
617907	phenotype			
617908	gene	25888	ZNF473	ENSG00000142528
617909	gene	84967	LSM10	ENSG00000181817
617910	gene	134353	LSM11	ENSG00000155858
617911	phenotype			
617912	phenotype			
617913	phenotype			
617914	phenotype			
617915	phenotype			
617916	phenotype			
617917	phenotype			
617918	gene	85369	STRIP1	ENSG00000143093
617919	gene	57464	STRIP2	ENSG00000128578
617920	phenotype			
617921	phenotype			
617922	gene	2993	GYPA	ENSG00000170180
617923	gene	2994	GYPB	ENSG00000250361
617924	phenotype			
617925	phenotype			
617926	phenotype			
617927	phenotype			
617928	phenotype			
617929	phenotype			
617930	phenotype			
617931	phenotype			
617932	gene	85415	RHPN2	ENSG00000131941
617933	phenotype			
617934	gene	121536	AEBP2	ENSG00000139154
617935	phenotype			
617936	phenotype			
617937	gene	54033	RBM11	ENSG00000185272
617938	phenotype			
617939	gene	339559	ZFP69	ENSG00000187815
617940	gene	26030	PLEKHG3	ENSG00000126822
617941	phenotype			
617942	gene	81926	ABHD17A	ENSG00000129968
617943	gene	51104	ABHD17B	ENSG00000107362
617944	gene	58489	ABHD17C	ENSG00000136379
617945	gene	284697	BTBD8	ENSG00000189195
617946	gene	57222	ERGIC1	ENSG00000113719
617947	gene	54663	WDR74	ENSG00000133316
617948	phenotype			
617949	gene	79846	CFAP69	ENSG00000105792
617950	phenotype			
617951	phenotype			
617952	phenotype			
617953	predominantly phenotypes			
617954	phenotype			
617955	phenotype			
617956	phenotype			
617957	gene	127255	LRRIQ3	ENSG00000162620
617958	gene	23379	ICE1	ENSG00000164151
617959	phenotype			
617960	phenotype			
617961	phenotype			
617962	gene	152485	ZNF827	ENSG00000151612
617963	gene	122402	TDRD9	ENSG00000156414
617964	phenotype			
617965	phenotype			
617966	phenotype			
617967	phenotype			
617968	gene	126820	DNAI3	ENSG00000162643
617969	gene	160762	CCDC63	ENSG00000173093
617970	phenotype			
617971	phenotype			
617972	gene	253832	ZDHHC20	ENSG00000180776
617973	phenotype			
617974	phenotype			
617975	gene	125228	FAM210A	ENSG00000177150
617976	phenotype			
617977	phenotype			
617978	gene	51571	CYRIB	ENSG00000153310
617979	gene	105370268		
617980	phenotype			
617981	phenotype			
617982	phenotype			
617983	phenotype			
617984	phenotype			
617985	phenotype			
617986	gene	143458	LDLRAD3	ENSG00000179241
617987	gene	51603	METTL13	ENSG00000010165
617988	phenotype			
617989	gene	122830	NAA30	ENSG00000139977
617990	gene	84316	NAA38	ENSG00000183011
617991	phenotype			
617992	phenotype			
617993	phenotype			
617994	phenotype			
617995	phenotype			
617996	phenotype			
617997	gene	91433	RCCD1	ENSG00000166965
617998	gene	64762	GAREM1	ENSG00000141441
617999	gene	150946	GAREM2	ENSG00000157833
618000	phenotype			
618001	gene	57614	RELCH	ENSG00000134444
618002	gene	375449	MAST4	ENSG00000069020
618003	phenotype			
618004	phenotype			
618005	phenotype			
618006	phenotype			
618007	moved/removed			
618008	phenotype			
618009	phenotype			
618010	phenotype			
618011	phenotype			
618012	phenotype			
618013	phenotype			
618014	phenotype			
618015	phenotype			
618016	gene	55599	RNPC3	ENSG00000185946
618017	gene	54522	ANKRD16	ENSG00000134461
618018	phenotype			
618019	phenotype			
618020	gene	84861	KLHL22	ENSG00000099910
618021	phenotype			
618022	phenotype			
618023	gene	388677	NOTCH2NLA	ENSG00000264343
618024	gene	100996763	NOTCH2NLB	ENSG00000286019
618025	gene	100996717	NOTCH2NLC	ENSG00000286219
618026	predominantly phenotypes	101929796	NOTCH2NLR	ENSG00000286106
618027	phenotype			
618028	gene	149840	SHLD1	ENSG00000171984
618029	gene	54537	SHLD2	ENSG00000122376
618030	gene	112441434	SHLD3	ENSG00000253251
618031	phenotype			
618032	gene	79724	ZNF768	ENSG00000169957
618033	gene	115509	ZNF689	ENSG00000156853
618034	gene	29015	SLC43A3	ENSG00000134802
618035	gene	23158	TBC1D9	ENSG00000109436
618036	phenotype			
618037	gene	9745	ZNF536	ENSG00000198597
618038	gene	158401	SHOC1	ENSG00000165181
618039	gene	23061	TBC1D9B	ENSG00000197226
618040	gene	26220	DGCR5	ENSG00000273032
618041	gene	29942	PURG	ENSG00000172733
618042	phenotype			
618043	gene	5463	POU6F1	ENSG00000184271
618044	gene	9847	C2CD5	ENSG00000111731
618045	gene	220042	DDIAS	ENSG00000165490
618046	gene	8383	OR1A1	ENSG00000172146
618047	gene	26189	OR1A2	ENSG00000172150
618048	phenotype			
618049	phenotype			
618050	phenotype			
618051	gene	55765	INAVA	ENSG00000163362
618052	phenotype			
618053	gene	100996425	ARLNC1	ENSG00000260896
618054	gene	23251	MINAR1	ENSG00000169330
618055	gene	8804	CREG1	ENSG00000143162
618056	phenotype			
618057	phenotype			
618058	gene	85016	CFAP300	ENSG00000137691
618059	gene	79446	WDR25	ENSG00000176473
618060	phenotype			
618061	phenotype			
618062	gene	10321	CRISP3	ENSG00000096006
618063	phenotype			
618064	gene	51241	COX16	ENSG00000133983
618065	phenotype			
618066	gene	100874362	HOXB-AS1	ENSG00000230148
618067	phenotype			
618068	gene	84654	SPZ1	ENSG00000164299
618069	gene	246175	CNOT6L	ENSG00000138767
618070	gene	245973	ATP6V1C2	ENSG00000143882
618071	gene	127124	ATP6V1G3	ENSG00000151418
618072	gene	245972	ATP6V0D2	ENSG00000147614
618073	gene	401474	SAMD12	ENSG00000177570
618074	phenotype			
618075	phenotype			
618076	phenotype			
618077	phenotype			
618078	phenotype			
618079	phenotype			
618080	gene	57590	WDFY1	ENSG00000085449
618081	gene	387597	ILDR2	ENSG00000143195
618082	gene	55339	WDR33	ENSG00000136709
618083	gene	51729	WBP11	ENSG00000084463
618084	phenotype			
618085	gene	83449	PMFBP1	ENSG00000118557
618086	phenotype			
618087	phenotype			
618088	phenotype			
618089	phenotype			
618090	phenotype			
618091	phenotype			
618092	phenotype			
618093	phenotype			
618094	phenotype			
618095	phenotype			
618096	phenotype			
618097	phenotype			
618098	phenotype			
618099	gene	79922	MRM1	ENSG00000278619
618100	gene	255027	MPV17L	ENSG00000156968
618101	gene	64066	MMP27	ENSG00000137675
618102	gene	375484	SIMC1	ENSG00000170085
618103	phenotype			
618104	gene	79258	MMEL1	ENSG00000142606
618105	gene	284266	SIGLEC15	ENSG00000197046
618106	phenotype			
618107	phenotype			
618108	phenotype			
618109	phenotype			
618110	phenotype			
618111	gene	55734	ZFP64	ENSG00000020256
618112	phenotype			
618113	phenotype			
618114	phenotype			
618115	phenotype			
618116	phenotype			
618117	phenotype			
618118	gene	256364	EML3	ENSG00000149499
618119	gene	161436	EML5	ENSG00000165521
618120	phenotype			
618121	gene	10476	ATP5PD	ENSG00000167863
618122	gene	23517	MTREX	ENSG00000039123
618123	phenotype			
618124	phenotype			
618125	gene	147872	KASH5	ENSG00000161609
618126	phenotype			
618127	gene	125965	COX6B2	ENSG00000160471
618128	gene	54834	GDAP2	ENSG00000196505
618129	phenotype			
618130	gene	54550	NECAB2	ENSG00000103154
618131	phenotype			
618132	gene	100049587	SIGLEC14	ENSG00000254415
618133	gene	54827	NXPE4	ENSG00000137634
618134	gene	257313	UTS2B	ENSG00000188958
618135	phenotype			
618136	gene	9587	MAD2L1BP	ENSG00000124688
618137	gene	54069	MIS18A	ENSG00000159055
618138	phenotype			
618139	gene	55320	MIS18BP1	ENSG00000129534
618140	phenotype			
618141	phenotype			
618142	phenotype			
618143	phenotype			
618144	phenotype			
618145	phenotype			
618146	gene	144406	CFAP251	ENSG00000158023
618147	phenotype			
618148	phenotype			
618149	phenotype			
618150	phenotype			
618151	gene	10665	TSBP1	ENSG00000204296
618152	phenotype			
618153	phenotype			
618154	phenotype			
618155	phenotype			
618156	phenotype			
618157	phenotype			
618158	phenotype			
618159	gene	129285	PPP1R21	ENSG00000162869
618160	phenotype			
618161	phenotype			
618162	phenotype			
618163	gene	9772	TMEM94	ENSG00000177728
618164	phenotype			
618165	phenotype			
618166	gene	124817	CNTD1	ENSG00000176563
618167	phenotype			
618168	phenotype			
618169	gene	100506421	PANTR1	ENSG00000233639
618170	phenotype			
618171	gene	55614	KIF16B	ENSG00000089177
618172	gene	100506895	LUARIS	ENSG00000231638
618173	phenotype			
618174	phenotype			
618175	phenotype			
618176	phenotype			
618177	phenotype			
618178	phenotype			
618179	phenotype			
618180	phenotype			
618181	gene	27107	ZBTB11	ENSG00000066422
618182	phenotype			
618183	phenotype			
618184	phenotype			
618185	phenotype			
618186	phenotype			
618187	phenotype			
618188	phenotype			
618189	phenotype			
618190	gene	100505994	LUCAT1	ENSG00000248323
618191	gene	90273	CEACAM21	ENSG00000007129
618192	gene	100505495	PCAT19	ENSG00000267107
618193	phenotype			
618194	gene	284297	SSC5D	ENSG00000179954
618195	phenotype			
618196	phenotype			
618197	phenotype			
618198	phenotype			
618199	gene	29974	A1CF	ENSG00000148584
618200	gene	23195	MDN1	ENSG00000112159
618201	phenotype			
618202	gene	84277	DNAJC30	ENSG00000176410
618203	gene	84899	TMTC4	ENSG00000125247
618204	phenotype			
618205	phenotype			
618206	gene	23264	ZC3H7B	ENSG00000100403
618207	gene	23256	SCFD1	ENSG00000092108
618208	gene	102682016	LINC01159	ENSG00000229743
618209	gene	401022	HAGLR	ENSG00000224189
618210	gene	23180	RFTN1	ENSG00000131378
618211	gene	10531	PITRM1	ENSG00000107959
618212	gene	378805	LINC-PINT	ENSG00000231721
618213	phenotype			
618214	gene	105379037	LINC01157	
618215	gene	130132	RFTN2	ENSG00000162944
618216	gene	400931	MIRLET7BHG	ENSG00000197182
618217	gene	102725541	ELDR	
618218	phenotype			
618219	phenotype			
618220	phenotype			
618221	phenotype			
618222	phenotype			
618223	phenotype			
618224	phenotype			
618225	phenotype			
618226	phenotype			
618227	gene	115399	LRRC56	ENSG00000161328
618228	phenotype			
618229	phenotype			
618230	phenotype			
618231	phenotype			
618232	phenotype			
618233	phenotype			
618234	phenotype			
618235	phenotype			
618236	phenotype			
618237	phenotype			
618238	phenotype			
618239	phenotype			
618240	phenotype			
618241	phenotype			
618242	phenotype			
618243	phenotype			
618244	phenotype			
618245	phenotype			
618246	phenotype			
